early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1105,FIBK,FIRST INTERSTATE BANCSYSTEM INC,NASDAQ+RUSSELL2000,Financials,51.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.38,47.13,11.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1106,CVLT,COMMVAULT SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,51.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.7,48.99,14.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1107,SFIX,STITCH FIX INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,51.0,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.35,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1108,MOV,MOVADO GROUP INC,RUSSELL2000,Consumer Discretionary,51.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.58,45.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1109,TILE,INTERFACE INC,NASDAQ+RUSSELL2000,Industrials,50.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.29,50.31,17.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1110,AIOT,POWERFLEET INC,NASDAQ+RUSSELL2000,Information Technology,50.93,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.36,45.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1111,CBL,CBL ASSOCIATES PROPERTIES INC,RUSSELL2000,Real Estate,50.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.51,47.95,13.34,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1112,SAFE,SAFEHOLD INC,RUSSELL2000,Real Estate,50.89,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.0,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1113,WKC,WORLD KINECT CORP,RUSSELL2000,Energy,50.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.64,47.78,13.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1114,OTTR,OTTER TAIL CORP,NASDAQ+RUSSELL2000,Utilities,50.87,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.48,47.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1115,RDN,RADIAN GROUP INC,RUSSELL2000,Financials,50.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.9,47.23,12.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1116,HTO,H2O AMERICA,NASDAQ+RUSSELL2000,Utilities,50.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.43,47.14,10.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1117,PAR,PAR TECHNOLOGY CORP,RUSSELL2000,Information Technology,50.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.12,47.07,12.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1118,TDOC,TELADOC HEALTH INC,RUSSELL2000,Health Care,50.74,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.15,48.08,12.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1119,SCHL,SCHOLASTIC CORP,NASDAQ+RUSSELL2000,Communication,50.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.35,45.92,10.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1120,RELY,REMITLY GLOBAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,50.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.94,45.84,10.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1121,ARKO,ARKO,NASDAQ+RUSSELL2000,Consumer Discretionary,50.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.69,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1122,CLMB,CLIMB GLOBAL SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,50.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.68,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1123,ZD,ZIFF DAVIS INC,NASDAQ+RUSSELL2000,Communication,50.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.83,48.42,14.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1124,SGHC,SUPER GROUP LTD,RUSSELL2000,Consumer Discretionary,50.69,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.64,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1125,FFBC,FIRST FINANCIAL BANCORP,NASDAQ+RUSSELL2000,Financials,50.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.29,48.31,14.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1126,CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,NASDAQ+RUSSELL2000,Health Care,50.66,72.0,confirmed_bullish_trend,22.75,bearish_proxy,89.82,53.21,11.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1127,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,50.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.96,47.04,12.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1128,WERN,WERNER ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,50.62,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.44,44.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1129,RM,REGIONAL MANAGEMENT CORP,RUSSELL2000,Financials,50.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.78,48.01,13.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1130,KNF,KNIFE RIVER CORP,RUSSELL2000,Materials,50.6,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.14,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1131,HWC,HANCOCK WHITNEY CORP,NASDAQ+RUSSELL2000,Financials,50.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.98,47.25,12.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1132,VSTS,VESTIS CORP,RUSSELL2000,Industrials,50.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.57,47.76,13.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1133,FA,FIRST ADVANTAGE CORP,NASDAQ+RUSSELL2000,Industrials,50.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.31,46.71,11.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1134,HUBG,HUB GROUP INC CLASS A,NASDAQ+RUSSELL2000,Industrials,50.51,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.1,44.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1135,PAYS,PAYSIGN INC,NASDAQ+RUSSELL2000,Financials,50.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.34,46.32,11.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1136,WSBC,WESBANCO INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,50.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.74,49.0,15.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1137,FLYW,FLYWIRE CORP,NASDAQ+RUSSELL2000,Financials,50.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.84,46.82,11.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1138,CGEM,CULLINAN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,50.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.73,46.8,10.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1139,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,50.44,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.88,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1140,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,RUSSELL2000,Consumer Discretionary,50.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.08,50.87,18.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1141,CYRX,CRYOPORT INC,NASDAQ+RUSSELL2000,Health Care,50.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.4,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1142,GNW,GENWORTH FINANCIAL INC,RUSSELL2000,Financials,50.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.28,47.91,13.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1143,INVA,INNOVIVA INC,NASDAQ+RUSSELL2000,Health Care,50.41,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.09,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1144,LOCO,EL POLLO LOCO INC,NASDAQ+RUSSELL2000,Consumer Discretionary,50.4,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.81,48.61,14.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1145,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,RUSSELL2000,Financials,50.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.2,47.69,13.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1146,DJCO,DAILY JOURNAL CORP,NASDAQ+RUSSELL2000,Information Technology,50.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.6,48.57,14.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1147,WRLD,WORLD ACCEPTANCE CORP,NASDAQ+RUSSELL2000,Financials,50.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.09,51.67,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1148,KELYA,KELLY SERVICES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,50.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.29,46.11,10.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1149,TENB,TENABLE HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.01,51.65,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 5.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1150,NSP,INSPERITY INC,RUSSELL2000,Industrials,50.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.33,47.12,12.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1151,FWDI,FORWARD INDUSTRIES INC,NASDAQ+RUSSELL2000,Information Technology,50.31,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,50.68,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1152,XOMA,XOMA ROYALTY CORP,NASDAQ+RUSSELL2000,Health Care,50.31,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.02,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1153,FVCB,FVCBANKCORP INC,NASDAQ+RUSSELL2000,Financials,50.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.54,47.16,12.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1154,ATEN,A10 NETWORKS INC,RUSSELL2000,Information Technology,50.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.24,49.1,15.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1155,CTRN,CITI TRENDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,50.2,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,89.6,52.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1156,GDOT,GREEN DOT CORP CLASS A,RUSSELL2000,Financials,50.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.46,45.94,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1157,UNF,UNIFIRST CORP,RUSSELL2000,Industrials,50.18,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.09,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1158,AWR,AMERICAN STATES WATER,RUSSELL2000,Utilities,50.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.78,48.01,12.65,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1159,NWBI,NORTHWEST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,50.14,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.28,47.31,13.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1160,SABR,SABRE CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,50.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.5,45.55,10.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1161,INGN,INOGEN INC,NASDAQ+RUSSELL2000,Health Care,50.12,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.21,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1162,SLP,SIMULATIONS PLUS INC,NASDAQ+RUSSELL2000,Health Care,50.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.92,47.03,11.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1163,FCF,FIRST COMMONWEALTH FINANCIAL CORP,RUSSELL2000,Financials,50.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.4,47.13,12.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1164,CMTV,COMMUNITY BANCORP VT,NASDAQ+RUSSELL2000,Financials,50.1,35.0,mixed_sideways,25.0,bearish_proxy,85.51,51.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1165,ALH,ALLIANCE LAUNDRY HOLDINGS INC,RUSSELL2000,Industrials,50.05,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,55.5,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1166,VRNS,VARONIS SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,49.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.99,48.85,15.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1167,RXO,RXO INC,RUSSELL2000,Industrials,49.97,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.47,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1168,NOVT,NOVANTA INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,49.96,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.42,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1169,CARE,CARTER BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,49.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.05,51.06,19.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1170,SAH,SONIC AUTOMOTIVE INC CLASS A,RUSSELL2000,Consumer Discretionary,49.95,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.4,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1171,BY,BYLINE BANCORP INC,RUSSELL2000,Financials,49.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.79,49.41,16.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1172,FCPT,FOUR CORNERS PROPERTY INC TRUST,RUSSELL2000,Real Estate,49.92,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.08,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1173,BNAI,BRAND ENGAGEMENT NETWORK INC,NASDAQ+RUSSELL2000,Information Technology,49.9,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,67.61,47.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1174,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,49.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.61,51.57,18.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1175,HAPN,HAPPEN INC,NASDAQ+RUSSELL2000,Financials,49.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.51,47.75,14.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1176,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,NASDAQ+RUSSELL2000,Real Estate,49.79,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,54.69,45.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1177,BHRB,BURKE HERBERT FINANCIAL SERVICES C,NASDAQ+RUSSELL2000,Financials,49.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.65,48.98,16.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1178,QNST,QUINSTREET INC,NASDAQ+RUSSELL2000,Communication,49.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.22,48.89,16.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1179,AX,AXOS FINANCIAL INC,RUSSELL2000,Financials,49.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.55,47.96,14.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1180,NVEC,NVE CORP,NASDAQ+RUSSELL2000,Information Technology,49.72,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.71,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1181,MYRG,MYR GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,49.71,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.44,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1182,OLPX,OLAPLEX HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Staples,49.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.21,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1183,VSAT,VIASAT INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,49.71,72.0,confirmed_bullish_trend,47.55,bullish_below_zero_proxy,76.99,49.65,14.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
