early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
917,NBTB,NBT BANCORP INC,NASDAQ+RUSSELL2000,Financials,48.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.58,46.37,12.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
918,ADAM,ADAMAS INC TRUST,NASDAQ+RUSSELL2000,Financials,48.8,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.92,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
919,STTK,SHATTUCK LABS INC,NASDAQ+RUSSELL2000,Health Care,48.77,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,84.8,52.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
920,XRN,CHIRON REAL ESTATE INC,RUSSELL2000,Real Estate,48.77,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.84,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
921,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,RUSSELL2000,Financials,48.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.77,43.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
922,BNL,BROADSTONE NET LEASE INC,RUSSELL2000,Real Estate,48.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.05,45.46,11.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
923,ETD,ETHAN ALLEN INTERIORS INC,RUSSELL2000,Consumer Discretionary,48.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.79,46.01,12.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
924,GNW,GENWORTH FINANCIAL INC,RUSSELL2000,Financials,48.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.41,46.93,13.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
925,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,48.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.19,44.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
926,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,NASDAQ+RUSSELL2000,Financials,48.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,53.55,44.96,10.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
927,BCML,BAYCOM CORP,NASDAQ+RUSSELL2000,Financials,48.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.36,45.32,11.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
928,NTB,BANK OF NT BUTTERFIELD & SON LTD,RUSSELL2000,Financials,48.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,52.65,44.78,10.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
929,BCAX,BICARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,48.52,35.0,mixed_sideways,25.0,bearish_proxy,80.26,51.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
930,SGHT,SIGHT SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,48.5,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.56,44.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
931,FXNC,FIRST NATIONAL CORP,NASDAQ+RUSSELL2000,Financials,48.49,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.96,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
932,MDV,MODIV INDUSTRIAL INC CLASS C,RUSSELL2000,Real Estate,48.49,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,45.16,43.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
933,SHO,SUNSTONE HOTEL INVESTORS REIT INC,RUSSELL2000,Real Estate,48.49,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.99,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
934,JBIO,JADE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,48.48,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,83.93,52.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
935,MRTN,MARTEN TRANSPORT LTD,NASDAQ+RUSSELL2000,Industrials,48.48,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.94,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
936,MFIN,MEDALLION FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,48.44,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.82,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
937,NMAX,NEWSMAX INC CLASS B,RUSSELL2000,Communication,48.38,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.66,43.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
938,MNSB,MAINSTREET BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,48.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.59,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
939,SLG,SL GREEN REALTY REIT CORP,RUSSELL2000,Real Estate,48.3,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.42,43.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
940,COSO,COASTALSOUTH BANCSHARES INC,RUSSELL2000,Financials,48.27,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.31,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
941,CBFV,CB FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,48.2,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.09,43.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
942,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,NASDAQ+RUSSELL2000,Real Estate,48.19,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.05,43.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
943,FOA,FINANCE OF AMERICA COMPANIES INC C,RUSSELL2000,Financials,48.18,35.0,mixed_sideways,25.0,bearish_proxy,79.68,50.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
944,AEO,AMERICAN EAGLE OUTFITTERS INC,RUSSELL2000,Consumer Discretionary,48.11,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,43.99,43.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
945,NBHC,NATIONAL BANK HOLDINGS CORP CLASS,RUSSELL2000,Financials,48.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.03,45.46,12.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
946,MEC,MAYVILLE ENGINEERING COMPANY INC,RUSSELL2000,Industrials,48.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.61,43.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
947,MPAA,MOTORCAR PARTS OF AMERICA INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.96,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.37,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
948,PGNY,PROGYNY INC,NASDAQ+RUSSELL2000,Health Care,47.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.24,50.1,18.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
949,CTBI,COMMUNITY TRUST BANCORP INC,NASDAQ+RUSSELL2000,Financials,47.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.63,47.38,15.34,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
950,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,47.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.8,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
951,HNGE,HINGE HEALTH INC CLASS A,RUSSELL2000,Health Care,47.92,35.0,mixed_sideways,25.0,bearish_proxy,78.43,50.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
952,THRY,THRYV HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,47.87,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.1,43.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
953,ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,RUSSELL2000,Information Technology,47.87,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.86,44.42,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
954,SVV,SAVERS VALUE VILLAGE INC,RUSSELL2000,Consumer Discretionary,47.84,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.01,43.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
955,MBC,MASTERBRAND INC,RUSSELL2000,Industrials,47.77,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.78,43.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
956,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,47.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.16,44.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
957,ENVA,ENOVA INTERNATIONAL INC,RUSSELL2000,Financials,47.69,72.0,confirmed_bullish_trend,22.75,bearish_proxy,79.04,50.06,10.82,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
958,GFF,GRIFFON CORP,RUSSELL2000,Industrials,47.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.52,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
959,WOR,WORTHINGTON ENTERPRISES INC,RUSSELL2000,Industrials,47.67,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,42.68,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
960,JXN,JACKSON FINANCIAL INC CLASS A,RUSSELL2000,Financials,47.63,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.94,47.84,16.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
961,SGC,SUPERIOR GROUP OF COMPANIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.62,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.36,43.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
962,VOR,VOR BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,47.56,35.0,mixed_sideways,25.0,bearish_proxy,77.34,50.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
963,ARTV,ARTIVA BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,47.41,72.0,confirmed_bullish_trend,25.0,bearish_proxy,43.24,43.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
964,AURA,AURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,47.37,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.89,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
965,HWC,HANCOCK WHITNEY CORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,47.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.66,46.18,14.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
966,OXM,OXFORD INDUSTRIES INC,RUSSELL2000,Consumer Discretionary,47.13,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,57.71,45.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
967,TENX,TENAX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,47.12,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,79.79,51.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
968,PI,IMPINJ INC,NASDAQ+RUSSELL2000,Information Technology,47.1,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.52,43.95,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
969,CRSR,CORSAIR GAMING INC,NASDAQ+RUSSELL2000,Information Technology,47.01,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.25,43.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
970,INNV,INNOVAGE HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,46.97,35.0,mixed_sideways,25.0,bearish_proxy,75.55,50.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
971,ELMD,ELECTROMED INC,RUSSELL2000,Health Care,46.96,35.0,mixed_sideways,25.0,bearish_proxy,75.53,50.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
972,AGIO,AGIOS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,46.95,35.0,mixed_sideways,25.0,bearish_proxy,75.48,50.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
973,XZO,EXZEO GROUP INC,RUSSELL2000,Financials,46.88,35.0,mixed_sideways,25.0,bearish_proxy,75.73,49.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
974,ZGN,ERMENEGILDO ZEGNA NV,RUSSELL2000,Consumer Discretionary,46.86,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,40.22,42.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
975,GLUE,MONTE ROSA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.83,35.0,mixed_sideways,25.0,bearish_proxy,75.13,50.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
976,FG,F&G ANNUITIES AND LIFE INC,RUSSELL2000,Financials,46.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.53,46.56,15.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
977,PENN,PENN ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Consumer Discretionary,46.76,72.0,confirmed_bullish_trend,25.0,bearish_proxy,41.72,42.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
978,PRCH,PORCH GROUP INC,NASDAQ+RUSSELL2000,Information Technology,46.62,35.0,mixed_sideways,25.0,bearish_proxy,74.95,49.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
979,HELE,HELEN OF TROY LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,46.58,72.0,confirmed_bullish_trend,25.0,bearish_proxy,41.19,42.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
980,ARL,AMERICAN REALTY INVESTORS INC,RUSSELL2000,Real Estate,46.48,35.0,mixed_sideways,25.0,bearish_proxy,74.52,49.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
981,RARE,ULTRAGENYX PHARMACEUTICAL INC,NASDAQ+RUSSELL2000,Health Care,46.43,35.0,mixed_sideways,25.0,bearish_proxy,73.93,50.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
982,EPC,EDGEWELL PERSONAL CARE,RUSSELL2000,Consumer Staples,46.41,72.0,confirmed_bullish_trend,22.75,bearish_proxy,74.93,50.24,10.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
983,DMAC,DIAMEDICA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.39,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,77.58,50.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
984,CVEO,CIVEO CORP,RUSSELL2000,Industrials,46.37,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,55.41,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
985,REI,RING ENERGY INC,RUSSELL2000,Energy,46.34,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,55.32,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
986,LE,LAND END INC,NASDAQ+RUSSELL2000,Consumer Discretionary,46.27,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,38.42,41.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
987,BV,BRIGHTVIEW HOLDINGS INC,RUSSELL2000,Industrials,46.24,72.0,confirmed_bullish_trend,22.75,bearish_proxy,72.84,48.82,10.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
988,MGTX,MEIRAGTX HOLDINGS PLC,NASDAQ+RUSSELL2000,Health Care,46.06,35.0,mixed_sideways,25.0,bearish_proxy,72.79,49.81,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
989,PLMR,PALOMAR HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,46.04,35.0,mixed_sideways,25.0,bearish_proxy,73.19,48.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
990,VCEL,VERICEL CORP,NASDAQ+RUSSELL2000,Health Care,46.01,72.0,confirmed_bullish_trend,22.75,bearish_proxy,78.46,50.94,12.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
991,CRVS,CORVUS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,46.0,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,76.41,50.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
992,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,46.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,39.42,42.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
993,SLDB,SOLID BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,45.91,35.0,mixed_sideways,25.0,bearish_proxy,72.33,49.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
994,LFST,LIFESTANCE HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,45.85,72.0,confirmed_bullish_trend,22.75,bearish_proxy,84.62,52.17,14.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
995,TRNO,TERRENO REALTY REIT CORP,RUSSELL2000,Real Estate,45.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.39,46.73,16.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
996,SEZL,SEZZLE INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,45.81,72.0,confirmed_bullish_trend,22.75,bearish_proxy,77.99,49.85,12.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
997,TKNO,ALPHA TEKNOVA INC,NASDAQ+RUSSELL2000,Health Care,45.81,35.0,mixed_sideways,25.0,bearish_proxy,72.03,49.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
998,IDYA,IDEAYA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,45.78,35.0,mixed_sideways,25.0,bearish_proxy,71.94,49.64,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
999,RYTM,RHYTHM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.76,35.0,mixed_sideways,25.0,bearish_proxy,71.88,49.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1000,CXT,CRANE NXT,RUSSELL2000,Information Technology,45.7,72.0,confirmed_bullish_trend,22.75,bearish_proxy,73.93,49.04,11.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1001,TLSI,TRISALUS LF SC CM A,NASDAQ+RUSSELL2000,Health Care,45.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,37.74,42.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1002,APGE,APOGEE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.57,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,55.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 5.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
