early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
704,MBC,MASTERBRAND INC,RUSSELL2000,Industrials,55.36,82.0,early_transition,20.0,fresh_bearish_cross_proxy,62.5,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
705,MHO,M I HOMES INC,RUSSELL2000,Consumer Discretionary,55.34,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,72.24,48.7,11.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
706,AFRI,FORAFRIC GLOBAL PLC,NASDAQ+RUSSELL2000,Consumer Staples,55.32,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,48.43,44.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
707,MTH,MERITAGE CORP,RUSSELL2000,Consumer Discretionary,55.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.68,48.99,10.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
708,FNLC,FIRST BANCORP INC,NASDAQ+RUSSELL2000,Financials,55.3,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.77,51.2,15.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
709,GRC,GORMAN-RUPP,RUSSELL2000,Industrials,55.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.0,49.45,11.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
710,GIC,GLOBAL INDUSTRIAL,RUSSELL2000,Industrials,55.24,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.67,48.38,10.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
711,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,55.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,92.28,53.71,17.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
712,CAKE,CHEESECAKE FACTORY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,55.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.26,50.9,13.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
713,SSTI,SOUNDTHINKING INC,NASDAQ+RUSSELL2000,Information Technology,55.2,75.0,confirmed_bullish_trend,26.35,bearish_proxy,63.57,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
714,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,55.14,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.93,47.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
715,FA,FIRST ADVANTAGE CORP,NASDAQ+RUSSELL2000,Industrials,55.06,72.0,confirmed_bullish_trend,25.0,bearish_proxy,66.88,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
716,HBT,HBT FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,55.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.83,49.42,11.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
717,LQDA,LIQUIDIA CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,55.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.25,50.5,11.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
718,VSTS,VESTIS CORP,RUSSELL2000,Industrials,54.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,66.66,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
719,CGEM,CULLINAN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,54.96,75.0,confirmed_bullish_trend,48.9,bullish_below_zero_proxy,80.39,51.33,11.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
720,CMTG,CLAROS MORTGAGE TRUST INC,RUSSELL2000,Financials,54.95,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,72.32,48.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
721,ALKS,ALKERMES,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.14,53.08,16.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
722,PAYO,PAYONEER GLOBAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,54.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,19.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
723,MEC,MAYVILLE ENGINEERING COMPANY INC,RUSSELL2000,Industrials,54.87,35.0,mixed_sideways,25.0,bearish_proxy,99.96,54.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
724,SMBK,SMARTFINANCIAL INC,RUSSELL2000,Financials,54.83,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,66.97,47.64,10.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
725,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,NASDAQ+RUSSELL2000,Industrials,54.82,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,34.54,41.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
726,BFS,SAUL CENTERS REIT INC,RUSSELL2000,Real Estate,54.82,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.41,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
727,TTAM,TITAN AMERICA SA,RUSSELL2000,Materials,54.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.62,48.57,10.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
728,GEO,GEO GROUP INC,RUSSELL2000,Industrials,54.79,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.62,52.17,17.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
729,SHO,SUNSTONE HOTEL INVESTORS REIT INC,RUSSELL2000,Real Estate,54.79,75.0,confirmed_bullish_trend,21.35,fresh_bearish_cross_proxy,66.11,47.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
730,DORM,DORMAN PRODUCTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.72,75.0,confirmed_bullish_trend,26.35,bearish_proxy,62.1,46.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
731,COOK,TRAEGER INC,RUSSELL2000,Consumer Discretionary,54.72,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.85,47.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
732,HWBK,HAWTHORN BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,54.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.45,48.94,11.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
733,TSHA,TAYSHA GENE THERAPIES INC,NASDAQ+RUSSELL2000,Health Care,54.69,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.89,49.63,10.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
734,ESE,ESCO TECHNOLOGIES INC,RUSSELL2000,Industrials,54.69,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,70.38,48.33,11.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
735,OPLN,OPENLANE INC,RUSSELL2000,Industrials,54.66,75.0,confirmed_bullish_trend,26.35,bearish_proxy,61.91,46.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
736,LNTH,LANTHEUS HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.19,48.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
737,DJCO,DAILY JOURNAL CORP,NASDAQ+RUSSELL2000,Information Technology,54.64,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.61,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
738,MXCT,MAXCYTE INC,NASDAQ+RUSSELL2000,Health Care,54.57,75.0,confirmed_bullish_trend,25.0,bearish_proxy,62.22,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
739,FLXS,FLEXSTEEL INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.53,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.26,48.9,12.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
740,YEXT,YEXT INC,RUSSELL2000,Information Technology,54.5,85.0,early_transition,25.0,bearish_proxy,53.36,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
741,ANAB,ANAPTYSBIO INC,NASDAQ+RUSSELL2000,Health Care,54.48,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,45.89,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
742,CHMG,CHEMUNG FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,54.48,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.14,47.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
743,VCYT,VERACYTE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.83,50.82,13.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
744,SDGR,SCHRODINGER INC,NASDAQ+RUSSELL2000,Health Care,54.44,75.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,65.6,48.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
745,PGEN,PRECIGEN INC,NASDAQ+RUSSELL2000,Health Care,54.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.49,51.55,14.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
746,KRYS,KRYSTAL BIOTECH INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.4,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.71,48.99,10.05,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
747,VCEL,VERICEL CORP,NASDAQ+RUSSELL2000,Health Care,54.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.24,49.3,10.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
748,BFH,BREAD FINANCIAL HOLDINGS INC,RUSSELL2000,Financials,54.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.07,49.66,12.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
749,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,54.38,75.0,confirmed_bullish_trend,26.35,bearish_proxy,61.07,46.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
750,RZLV,REZOLVE AI PLC,NASDAQ+RUSSELL2000,Information Technology,54.38,82.0,early_transition,49.8,bullish_below_zero_proxy,36.94,41.64,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
751,PGC,PEAPACK GLADSTONE FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,54.32,75.0,confirmed_bullish_trend,26.35,bearish_proxy,60.9,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
752,TNET,TRINET GROUP INCINARY,RUSSELL2000,Industrials,54.3,75.0,confirmed_bullish_trend,26.35,bearish_proxy,60.84,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
753,DXPE,DXP ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,54.22,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,67.39,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
754,PDM,PIEDMONT REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,54.18,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.22,47.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
755,SIG,SIGNET JEWELERS LTD,RUSSELL2000,Consumer Discretionary,54.16,85.0,early_transition,20.0,fresh_bearish_cross_proxy,56.13,45.48,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
756,CADL,CANDEL THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,54.08,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.48,47.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
757,CENT,CENTRAL GARDEN AND PET,NASDAQ+RUSSELL2000,Consumer Staples,54.06,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,67.04,48.66,11.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
758,LFCR,LIFECORE BIOMEDICAL INC,NASDAQ+RUSSELL2000,Health Care,54.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.34,47.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
759,RYTM,RHYTHM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.04,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,76.4,50.53,14.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
760,QLYS,QUALYS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,54.02,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.74,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
761,AROW,ARROW FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,54.01,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,65.52,47.35,10.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
762,GH,GUARDANT HEALTH INC,NASDAQ+NASDAQ200+NASDAQ500+RUSSELL2000,Health Care,54.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.23,47.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
763,VRNS,VARONIS SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,54.0,75.0,confirmed_bullish_trend,25.0,bearish_proxy,70.03,48.26,3.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
764,IMMR,IMMERSION CORP,NASDAQ+RUSSELL2000,Information Technology,53.96,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.8,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
765,NAVN,NAVAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,53.94,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.49,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
766,NODK,NI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,53.9,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.08,49.07,12.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
767,CBT,CABOT CORP,RUSSELL2000,Materials,53.9,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,69.12,48.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
768,TVTX,TRAVERE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,53.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.74,51.4,14.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
769,PXED,PHOENIX EDUCATION PARTNERS INC,RUSSELL2000,Consumer Discretionary,53.86,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.51,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
770,BLND,BLEND LABS INC CLASS A,RUSSELL2000,Information Technology,53.84,82.0,early_transition,25.0,bearish_proxy,54.09,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
771,KN,KNOWLES CORP,RUSSELL2000,Information Technology,53.84,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,68.94,48.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
772,AUPH,AURINIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,53.82,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,72.39,49.73,13.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
773,PLOW,DOUGLAS DYNAMICS INC,RUSSELL2000,Industrials,53.81,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,64.21,47.09,10.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
774,HNVR,HANOVER BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.78,75.0,confirmed_bullish_trend,25.0,bearish_proxy,60.27,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
775,AMCX,AMC GLOBAL MEDIA INC CLASS A,NASDAQ+RUSSELL2000,Communication,53.74,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.89,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
776,NUVL,NUVALENT INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,53.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.93,51.24,14.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
777,EQBK,EQUITY BANCSHARES INC CLASS A,RUSSELL2000,Financials,53.71,75.0,confirmed_bullish_trend,26.35,bearish_proxy,59.06,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
778,BSRR,SIERRA BANCORP,NASDAQ+RUSSELL2000,Financials,53.7,75.0,confirmed_bullish_trend,25.0,bearish_proxy,60.04,46.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
779,HRMY,HARMONY BIOSCIENCES HLDG INC,NASDAQ+RUSSELL2000,Health Care,53.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.31,47.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
780,SKT,TANGER INC,RUSSELL2000,Real Estate,53.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.63,48.18,10.9,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
781,SXT,SENSIENT TECHNOLOGIES CORP,RUSSELL2000,Materials,53.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.76,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
782,PUBM,PUBMATIC INC CLASS A,NASDAQ+RUSSELL2000,Communication,53.69,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.74,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
783,CBL,CBL ASSOCIATES PROPERTIES INC,RUSSELL2000,Real Estate,53.67,75.0,confirmed_bullish_trend,25.0,bearish_proxy,59.95,46.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
784,TFIN,TRIUMPH FINANCIAL INC,RUSSELL2000,Financials,53.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.6,46.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
785,CTKB,CYTEK BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,53.63,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,78.47,50.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
