early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
329,MNPR,MONOPAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.45,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,55.25,14.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
330,CXT,CRANE NXT,RUSSELL2000,Information Technology,61.45,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,91.99,52.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
331,PD,PAGERDUTY INC,RUSSELL2000,Information Technology,61.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.27,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
332,VRTS,VIRTUS INVESTMENT PARTNERS INC,RUSSELL2000,Financials,61.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.29,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
333,RXST,RXSIGHT INC,NASDAQ+RUSSELL2000,Health Care,61.39,82.0,early_transition,49.8,bullish_below_zero_proxy,57.74,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
334,AWR,AMERICAN STATES WATER,RUSSELL2000,Utilities,61.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.74,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
335,IBP,INSTALLED BUILDING PRODUCTS INC,RUSSELL2000,Consumer Discretionary,61.39,82.0,early_transition,49.8,bullish_below_zero_proxy,58.2,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
336,GLRE,GREENLIGHT CAPITAL LTD CLASS A,NASDAQ+RUSSELL2000,Financials,61.37,82.0,early_transition,49.8,bullish_below_zero_proxy,58.14,45.88,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
337,JBGS,JBG SMITH PROPERTIES,RUSSELL2000,Real Estate,61.29,82.0,early_transition,61.8,bullish_above_signal_proxy,48.8,44.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
338,NSSC,NAPCO SECURITY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,61.28,82.0,early_transition,49.8,bullish_below_zero_proxy,57.84,45.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
339,XNCR,XENCOR INC,NASDAQ+RUSSELL2000,Health Care,61.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,98.16,54.88,12.9,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
340,PRME,PRIME MEDICINE INC,NASDAQ+RUSSELL2000,Health Care,61.26,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
341,ALXO,ALX ONCOLOGY HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,61.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
342,ACU,ACME UNITED CORP,RUSSELL2000,Health Care,61.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.28,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
343,BJRI,BJS RESTAURANTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,61.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.09,53.07,11.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
344,HTO,H2O AMERICA,NASDAQ+RUSSELL2000,Utilities,61.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.26,46.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
345,DXC,DXC TECHNOLOGY,RUSSELL2000,Information Technology,61.2,82.0,early_transition,49.8,bullish_below_zero_proxy,57.61,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
346,CLMB,CLIMB GLOBAL SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,61.17,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.8,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
347,DORM,DORMAN PRODUCTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,61.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.51,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
348,HQY,HEALTHEQUITY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.05,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
349,NPCE,NEUROPACE INC,NASDAQ+RUSSELL2000,Health Care,61.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.03,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
350,OVID,OVID THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.03,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
351,CWT,CALIFORNIA WATER SERVICE GROUP,RUSSELL2000,Utilities,61.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.03,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
352,VREX,VAREX IMAGING CORP,NASDAQ+RUSSELL2000,Health Care,61.14,82.0,early_transition,49.8,bullish_below_zero_proxy,56.99,46.65,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
353,ACT,ENACT HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,61.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.38,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
354,MGNI,MAGNITE INC,NASDAQ+RUSSELL2000,Communication,61.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.0,53.45,12.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
355,MLYS,MINERALYS THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.09,82.0,early_transition,59.55,bullish_above_signal_proxy,82.1,51.67,10.78,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
356,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,61.09,82.0,early_transition,49.8,bullish_below_zero_proxy,57.27,45.7,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
357,KLRA,KAILERA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.08,82.0,early_transition,49.8,bullish_below_zero_proxy,56.81,46.61,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
358,CYH,COMMUNITY HEALTH SYSTEMS INC,RUSSELL2000,Health Care,61.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.86,53.02,10.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
359,KNTK,KINETIK HOLDINGS INC CLASS A,RUSSELL2000,Energy,61.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.11,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
360,NTCT,NETSCOUT SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,61.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.11,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
361,ONIT,ONITY GROUP INC,RUSSELL2000,Financials,61.03,82.0,early_transition,61.8,bullish_above_signal_proxy,48.01,43.85,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
362,FF,FUTUREFUEL CORP,RUSSELL2000,Energy,61.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.0,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
363,HUBG,HUB GROUP INC CLASS A,NASDAQ+RUSSELL2000,Industrials,60.99,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.98,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
364,SAH,SONIC AUTOMOTIVE INC CLASS A,RUSSELL2000,Consumer Discretionary,60.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.94,45.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
365,RRBI,RED RIVER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,60.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.62,45.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
366,KURA,KURA ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,60.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,98.25,54.9,13.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
367,SMC,SUMMIT MIDSTREAM CORP,RUSSELL2000,Energy,60.81,82.0,early_transition,49.8,bullish_below_zero_proxy,56.43,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
368,SRPT,SAREPTA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,60.77,82.0,early_transition,59.55,bullish_above_signal_proxy,83.91,52.03,11.69,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
369,LMRI,LUMEXA IMAGING HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,60.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.6,53.57,11.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
370,NRIX,NURIX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,60.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
371,ABG,ASBURY AUTOMOTIVE GROUP INC,RUSSELL2000,Consumer Discretionary,60.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.29,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
372,ALMS,ALUMIS INC,NASDAQ+RUSSELL2000,Health Care,60.75,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
373,CATX,PERSPECTIVE THERAPEUTICS INC,RUSSELL2000,Health Care,60.73,82.0,early_transition,49.8,bullish_below_zero_proxy,55.73,46.4,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
374,CNXN,PC CONNECTION INC,NASDAQ+RUSSELL2000,Information Technology,60.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.12,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
375,LCID,LUCID GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,60.66,82.0,early_transition,49.8,bullish_below_zero_proxy,55.97,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
376,CARL,CARLSMED INC,NASDAQ+RUSSELL2000,Health Care,60.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.48,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
377,VLGEA,VILLAGE SUPER MARKET INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,60.65,82.0,early_transition,49.8,bullish_below_zero_proxy,55.48,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
378,OUT,OUTFRONT MEDIA INC,RUSSELL2000,Real Estate,60.64,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.93,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
379,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,60.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.34,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
380,OMCL,OMNICELL INC,NASDAQ+RUSSELL2000,Health Care,60.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.34,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
381,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,60.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.73,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
382,CMPR,CIMPRESS PLC,NASDAQ+RUSSELL2000,Industrials,60.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.7,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
383,CRAI,CRA INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,60.56,82.0,early_transition,49.8,bullish_below_zero_proxy,55.69,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
384,CNDT,CONDUENT INC,NASDAQ+RUSSELL2000,Industrials,60.54,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,39.25,42.1,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
