early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
491,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,61.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,97.5,54.75,12.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
492,ANNX,ANNEXON INC,NASDAQ+RUSSELL2000,Health Care,61.53,82.0,early_transition,49.8,bullish_below_zero_proxy,58.17,46.88,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
493,WGO,WINNEBAGO INDUSTRIES INC,RUSSELL2000,Consumer Discretionary,61.52,82.0,early_transition,49.8,bullish_below_zero_proxy,58.58,45.97,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
494,BBT,BEACON FINANCIAL CORP,RUSSELL2000,Financials,61.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.56,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
495,OVID,OVID THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.5,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,67.16,48.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
496,KYMR,KYMERA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
497,SBC,SBC MEDICAL GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,61.47,82.0,early_transition,49.8,bullish_below_zero_proxy,57.96,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
498,VLY,VALLEY NATIONAL,NASDAQ+NASDAQ500+RUSSELL2000,Financials,61.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.43,45.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
499,SAFE,SAFEHOLD INC,RUSSELL2000,Real Estate,61.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.38,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
500,ITGR,INTEGER HOLDINGS CORP,RUSSELL2000,Health Care,61.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.73,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
501,ORIC,ORIC PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,61.38,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,55.25,16.39,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
502,EVH,EVOLENT HEALTH INC CLASS A,RUSSELL2000,Health Care,61.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.64,53.38,10.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
503,LMRI,LUMEXA IMAGING HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,61.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
504,ALEC,ALECTOR INC,NASDAQ+RUSSELL2000,Health Care,61.31,82.0,early_transition,49.8,bullish_below_zero_proxy,57.49,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
505,ATAI,ATAIBECKLEY INC,NASDAQ+RUSSELL2000,Health Care,61.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.46,46.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
506,ROOT,ROOT INC CLASS A,NASDAQ+RUSSELL2000,Financials,61.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.91,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
507,BANR,BANNER CORP,NASDAQ+RUSSELL2000,Financials,61.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.83,45.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
508,ZNTL,ZENTALIS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,61.21,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.19,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
509,ATLC,ATLANTICUS HOLDINGS CORP,NASDAQ+RUSSELL2000,Financials,61.19,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,89.26,52.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
510,ERII,ENERGY RECOVERY INC,NASDAQ+RUSSELL2000,Industrials,61.15,82.0,early_transition,49.8,bullish_below_zero_proxy,57.48,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
511,OPEN,OPENDOOR TECHNOLOGIES INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Real Estate,61.14,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,41.07,42.46,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
512,DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,RUSSELL2000,Health Care,61.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.87,46.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
513,OII,OCEANEERING INTERNATIONAL INC,RUSSELL2000,Energy,61.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.34,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
514,ETON,ETON PHARMACEUTCIALS INC,NASDAQ+RUSSELL2000,Health Care,61.09,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,95.09,54.27,12.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
515,EPC,EDGEWELL PERSONAL CARE,RUSSELL2000,Consumer Staples,61.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
516,HIW,HIGHWOODS PROPERTIES REIT INC,RUSSELL2000,Real Estate,61.07,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,82.73,50.8,14.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
517,CRVS,CORVUS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,61.04,82.0,early_transition,59.55,bullish_above_signal_proxy,85.21,52.29,11.85,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
518,GPGI,GPGI INC CLASS A,RUSSELL2000,Information Technology,61.04,82.0,early_transition,59.55,bullish_above_signal_proxy,95.14,53.28,14.98,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
519,ANIK,ANIKA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.64,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
520,FDMT,4D MOLECULAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.39,54.53,12.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
521,XRN,CHIRON REAL ESTATE INC,RUSSELL2000,Real Estate,61.01,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.05,45.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
522,SRBK,SR BANCORP INC,NASDAQ+RUSSELL2000,Financials,60.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.94,45.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
523,QTWO,Q2 HOLDINGS INC,RUSSELL2000,Information Technology,60.97,82.0,early_transition,49.8,bullish_below_zero_proxy,56.93,45.64,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
524,LINC,LINCOLN EDUCATIONAL SERVICES CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,60.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.89,45.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
525,TIPT,TIPTREE INC,NASDAQ+RUSSELL2000,Financials,60.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.89,45.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
526,TCBI,TEXAS CAPITAL BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,60.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.87,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
527,MZTI,MARZETTI,NASDAQ+RUSSELL2000,Consumer Staples,60.94,82.0,early_transition,49.8,bullish_below_zero_proxy,56.37,46.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
528,CMPR,CIMPRESS PLC,NASDAQ+RUSSELL2000,Industrials,60.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.81,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
529,STRT,STRATTEC SECURITY CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,60.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.79,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
530,NWE,NORTHWESTERN ENERGY GROUP INC,NASDAQ+RUSSELL2000,Utilities,60.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.32,46.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
531,UMH,UMH PROPERTIES INC,RUSSELL2000,Real Estate,60.92,82.0,early_transition,49.8,bullish_below_zero_proxy,56.75,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
532,KOD,KODIAK SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,60.89,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,65.31,48.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
533,STUB,STUBHUB HOLDINGS INC CLASS A,RUSSELL2000,Communication,60.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.17,53.08,11.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
534,CLBK,COLUMBIA FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,60.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.58,45.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
535,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,60.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.49,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
536,AAP,ADVANCE AUTO PARTS INC,RUSSELL2000,Consumer Discretionary,60.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.44,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
537,TPB,TURNING POINT BRANDS INC,RUSSELL2000,Consumer Staples,60.79,82.0,early_transition,49.8,bullish_below_zero_proxy,55.92,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
538,VRDN,VIRIDIAN THERAPEUTICS ORS INC,NASDAQ+RUSSELL2000,Health Care,60.78,82.0,early_transition,59.55,bullish_above_signal_proxy,79.29,51.11,10.16,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
539,LAW,CS DISCO INC,RUSSELL2000,Information Technology,60.75,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,39.89,42.23,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
540,MATW,MATTHEWS INTERNATIONAL CORP CLASS,NASDAQ+RUSSELL2000,Consumer Discretionary,60.73,82.0,early_transition,49.8,bullish_below_zero_proxy,56.19,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
541,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,60.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.18,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
542,NREF,NEXPOINT REAL ESTATE FINANCE INC,RUSSELL2000,Financials,60.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.16,45.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
543,MRX,MAREX GROUP PLC,NASDAQ+RUSSELL2000,Other,60.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,83.99,51.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
544,SMHI,SEACOR MARINE HOLDINGS INC,RUSSELL2000,Energy,60.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.08,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
545,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,NASDAQ+RUSSELL2000,Industrials,60.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.01,53.05,12.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
546,MGTX,MEIRAGTX HOLDINGS PLC,NASDAQ+RUSSELL2000,Health Care,60.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
547,SABR,SABRE CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,60.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.84,45.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
