early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
964,ABG,ASBURY AUTOMOTIVE GROUP INC,RUSSELL2000,Consumer Discretionary,53.12,82.0,early_transition,20.0,fresh_bearish_cross_proxy,55.71,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
965,LPRO,OPEN LENDING CORP,NASDAQ+RUSSELL2000,Financials,53.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.43,51.34,16.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
966,WMK,WEIS MARKETS INC,RUSSELL2000,Consumer Staples,53.09,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.46,47.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
967,ECPG,ENCORE CAPITAL GROUP INC,NASDAQ+RUSSELL2000,Financials,53.08,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.4,48.93,12.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
968,FLYW,FLYWIRE CORP,NASDAQ+RUSSELL2000,Financials,53.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.43,50.14,14.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
969,FVR,FRONTVIEW REIT INC,RUSSELL2000,Real Estate,53.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.84,48.42,11.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
970,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,53.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.39,47.93,11.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
971,REAL,THE REALREAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,53.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,66.52,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
972,PSMT,PRICESMART INC,NASDAQ+RUSSELL2000,Consumer Staples,53.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.8,50.01,13.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
973,FBNC,FIRST BANCORP,NASDAQ+RUSSELL2000,Financials,53.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.4,47.93,11.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
974,ALRS,ALERUS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,53.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.15,48.08,11.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
975,OSUR,ORASURE TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,53.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.19,47.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
976,STRZ,STARZ ENTERTAINMENT CORP,NASDAQ+RUSSELL2000,Communication,53.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.64,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
977,PXED,PHOENIX EDUCATION PARTNERS INC,RUSSELL2000,Consumer Discretionary,53.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.86,48.02,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
978,PBFS,PIONEER BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.97,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.55,46.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
979,CYH,COMMUNITY HEALTH SYSTEMS INC,RUSSELL2000,Health Care,52.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.54,54.16,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
980,MGRC,MCGRATH RENT,NASDAQ+RUSSELL2000,Industrials,52.93,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,66.18,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
981,AMN,AMN HEALTHCARE INC,RUSSELL2000,Health Care,52.9,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.89,47.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
982,ARDT,ARDENT HEALTH INC,RUSSELL2000,Health Care,52.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.72,48.99,11.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
983,SMBC,SOUTHERN MISSOURI BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.65,47.78,11.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
984,FFIN,FIRST FINANCIAL BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,52.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.46,47.34,10.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
985,PFIS,PEOPLES FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,52.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.14,48.68,12.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
986,BWB,BRIDGEWATER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,52.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.84,50.22,15.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
987,BRT,BRT APARTMENTS CORP,RUSSELL2000,Real Estate,52.77,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,65.7,47.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
988,MNTN,MNTN INC CLASS A,RUSSELL2000,Communication,52.77,82.0,early_transition,59.55,bullish_above_signal_proxy,60.89,46.43,11.95,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
989,LOB,LIVE OAK BANCSHARES INC,RUSSELL2000,Financials,52.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.31,47.51,10.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
990,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,52.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.13,49.48,12.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
991,IPAR,INTERPARFUMS INC,NASDAQ+RUSSELL2000,Consumer Staples,52.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.43,52.94,18.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
992,PAR,PAR TECHNOLOGY CORP,RUSSELL2000,Information Technology,52.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.95,49.44,14.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
993,WLY,JOHN WILEY AND SONS INC CLASS A,RUSSELL2000,Communication,52.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.85,49.62,14.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
994,ATLO,AMES NATIONAL CORP,NASDAQ+RUSSELL2000,Financials,52.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.62,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
995,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,NASDAQ+RUSSELL2000,Financials,52.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.35,48.32,12.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
996,NSP,INSPERITY INC,RUSSELL2000,Industrials,52.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.52,48.35,12.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
997,MD,PEDIATRIX MEDICAL GROUP INC,RUSSELL2000,Health Care,52.6,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.85,50.42,14.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
998,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,52.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.79,48.21,12.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
999,PRGS,PROGRESS SOFTWARE CORP,NASDAQ+RUSSELL2000,Information Technology,52.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.37,49.12,13.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1000,PRK,PARK NATIONAL CORP,RUSSELL2000,Financials,52.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.63,47.78,11.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1001,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,52.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,64.91,47.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1002,PJT,PJT PARTNERS INC CLASS A,RUSSELL2000,Financials,52.5,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,57.3,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1003,OPFI,OPPFI INC CLASS A,RUSSELL2000,Financials,52.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.42,49.53,14.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1004,AMSF,AMERISAFE INC,NASDAQ+RUSSELL2000,Financials,52.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.65,47.98,11.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1005,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,52.46,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.75,52.0,16.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1006,WSBF,WATERSTONE FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,52.46,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.99,49.25,13.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1007,BXC,BLUELINX HOLDINGS INC,RUSSELL2000,Industrials,52.43,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,64.69,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1008,CWBC,COMMUNITY WEST BANCSHARES,NASDAQ+RUSSELL2000,Financials,52.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.45,48.54,12.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1009,FMAO,FARMERS AND MERCHANTS BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.41,48.13,12.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1010,HNVR,HANOVER BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.71,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1011,XZO,EXZEO GROUP INC,RUSSELL2000,Financials,52.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.62,51.57,17.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1012,KLIC,KULICKE AND SOFFA INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,52.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,64.4,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1013,AMTB,AMERANT BANCORP INC CLASS A,RUSSELL2000,Financials,52.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.89,49.03,13.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1014,USCB,USCB FINANCIAL HOLDINGS INC CLASS,NASDAQ+RUSSELL2000,Financials,52.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.15,48.08,12.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1015,TDOC,TELADOC HEALTH INC,RUSSELL2000,Health Care,52.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.61,50.17,14.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1016,FULT,FULTON FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,52.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.55,47.36,10.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1017,DK,DELEK US HOLDINGS INC,RUSSELL2000,Energy,52.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.16,47.88,11.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1018,TDAY,USA TODAY INC,RUSSELL2000,Communication,52.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.04,47.26,10.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1019,BCML,BAYCOM CORP,NASDAQ+RUSSELL2000,Financials,52.19,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.13,46.88,10.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1020,LCUT,LIFETIME BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,52.16,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.09,45.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1021,BALY,BALLY S CORP,RUSSELL2000,Consumer Discretionary,52.15,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.06,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1022,CVLG,COVENANT LOGISTICS GROUP INC CLASS,RUSSELL2000,Industrials,52.13,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.01,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1023,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,52.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.91,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1024,ALX,ALEXANDERS REIT INC,RUSSELL2000,Real Estate,52.08,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.06,47.26,11.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1025,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,52.06,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,39.01,42.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1026,MSEX,MIDDLESEX WATER,NASDAQ+RUSSELL2000,Utilities,52.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.27,47.9,10.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1027,OPLN,OPENLANE INC,RUSSELL2000,Industrials,52.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.5,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1028,PFBC,PREFERRED BANK,RUSSELL2000,Financials,52.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.43,48.14,12.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1029,PAYS,PAYSIGN INC,NASDAQ+RUSSELL2000,Financials,52.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.53,48.16,12.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1030,MAGN,MAGNERA CORP,RUSSELL2000,Materials,52.02,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.67,45.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1031,NGVT,INGEVITY CORP,RUSSELL2000,Materials,52.0,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.36,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1032,OSBC,OLD SECOND BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.08,47.07,10.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1033,TNGX,TANGO THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,51.99,35.0,mixed_sideways,25.0,bearish_proxy,90.77,53.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1034,CMCO,COLUMBUS MCKINNON CORP,NASDAQ+RUSSELL2000,Industrials,51.97,82.0,early_transition,49.8,bullish_below_zero_proxy,29.65,40.18,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1035,OLPX,OLAPLEX HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Staples,51.97,75.0,confirmed_bullish_trend,26.35,bearish_proxy,53.32,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1036,VSTS,VESTIS CORP,RUSSELL2000,Industrials,51.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.09,47.87,12.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1037,DGICA,DONEGAL GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,51.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.76,49.0,14.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1038,WASH,WASHINGTON TRUST BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.93,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.16,46.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1039,KREF,KKR REAL ESTATE FINANCE INC TRUST,RUSSELL2000,Financials,51.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.37,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1040,PHR,PHREESIA INC,RUSSELL2000,Health Care,51.92,82.0,early_transition,59.55,bullish_above_signal_proxy,53.6,45.97,10.54,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1041,MKTW,MARKETWISE INC CLASS A,NASDAQ+RUSSELL2000,Financials,51.9,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.89,46.63,10.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1042,ASB,ASSOCIATED BANCORP,RUSSELL2000,Financials,51.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.79,47.61,11.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
