early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
890,HBNC,HORIZON BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.53,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,66.03,47.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
891,TBLA,TABOOLA.COM LTD,NASDAQ+RUSSELL2000,Communication,53.52,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.52,49.55,13.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
892,NKTX,NKARTA INC,NASDAQ+RUSSELL2000,Health Care,53.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.83,48.82,10.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
893,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,53.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.92,48.63,11.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
894,WMK,WEIS MARKETS INC,RUSSELL2000,Consumer Staples,53.45,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.55,47.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
895,PSFE,PAYSAFE LTD,RUSSELL2000,Financials,53.43,82.0,early_transition,47.55,bullish_below_zero_proxy,68.49,47.95,10.79,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
896,RMAX,RE MAX HOLDINGS INC CLASS A,RUSSELL2000,Real Estate,53.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.56,50.76,15.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
897,LIVN,LIVANOVA PLC,NASDAQ+RUSSELL2000,Health Care,53.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.77,49.2,11.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
898,EE,EXCELERATE ENERGY INC CLASS A,RUSSELL2000,Energy,53.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.8,48.61,11.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
899,RPD,RAPID7 INC,NASDAQ+RUSSELL2000,Information Technology,53.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.13,53.48,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
900,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,NASDAQ+RUSSELL2000,Financials,53.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.39,48.13,11.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
901,TBBK,BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.07,50.06,14.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
902,TGTX,TG THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,53.3,72.0,confirmed_bullish_trend,22.75,bearish_proxy,96.29,54.51,11.05,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
903,GBCI,GLACIER BANCORP INC,RUSSELL2000,Financials,53.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.17,48.08,11.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
904,BDC,BELDEN INC,RUSSELL2000,Information Technology,53.26,82.0,early_transition,25.0,bearish_proxy,52.34,44.72,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
905,CERT,CERTARA INC,NASDAQ+RUSSELL2000,Health Care,53.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.56,50.56,13.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
906,IMNM,IMMUNOME INC,NASDAQ+RUSSELL2000,Health Care,53.24,82.0,early_transition,47.55,bullish_below_zero_proxy,77.61,50.77,14.14,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
907,ALKT,ALKAMI TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,53.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.53,48.76,12.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
908,NAVN,NAVAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,53.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.89,48.83,12.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
909,CBRL,CRACKER BARREL OLD COUNTRY STORE I,NASDAQ+RUSSELL2000,Consumer Discretionary,53.13,35.0,mixed_sideways,59.55,bullish_above_signal_proxy,100.0,54.25,10.39,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
910,BWB,BRIDGEWATER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,53.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.7,49.19,13.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
911,CWBC,COMMUNITY WEST BANCSHARES,NASDAQ+RUSSELL2000,Financials,53.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.6,48.17,11.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
912,PXED,PHOENIX EDUCATION PARTNERS INC,RUSSELL2000,Consumer Discretionary,53.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.49,47.55,10.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
913,BANC,BANC OF CALIFORNIA INC,RUSSELL2000,Financials,53.09,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.91,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
914,ROCK,GIBRALTAR INDUSTRIES INC,NASDAQ+RUSSELL2000,Industrials,53.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,66.52,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
915,PRVA,PRIVIA HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,52.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.47,52.94,17.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
916,BRT,BRT APARTMENTS CORP,RUSSELL2000,Real Estate,52.98,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.59,46.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
917,RDVT,RED VIOLET INC,NASDAQ+RUSSELL2000,Information Technology,52.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.24,51.7,17.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
918,DGICA,DONEGAL GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,52.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.56,47.76,10.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
919,SANA,SANA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,52.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.2,49.89,12.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
920,NHC,NATIONAL HEALTHCARE CORP,RUSSELL2000,Health Care,52.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.73,49.0,11.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
921,FSS,FEDERAL SIGNAL CORP,RUSSELL2000,Industrials,52.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.95,50.84,16.09,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
922,CELC,CELCUITY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,52.88,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,74.67,50.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
923,WLY,JOHN WILEY AND SONS INC CLASS A,RUSSELL2000,Communication,52.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.91,49.83,14.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
924,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,52.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.9,48.23,11.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
925,ACA,ARCOSA INC,RUSSELL2000,Industrials,52.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.12,49.47,13.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
926,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,RUSSELL2000,Health Care,52.78,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.53,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
927,MGEE,MGE ENERGY INC,NASDAQ+RUSSELL2000,Utilities,52.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.05,48.66,11.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
928,WEYS,WEYCO GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,52.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,65.61,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
929,DRVN,DRIVEN BRANDS HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,52.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.31,48.31,12.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
930,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,52.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.75,47.2,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
931,CPF,CENTRAL PACIFIC FINANCIAL CORP,RUSSELL2000,Financials,52.69,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.84,47.42,10.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
932,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,52.68,82.0,early_transition,47.55,bullish_below_zero_proxy,68.13,48.88,11.58,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
933,HIFS,HINGHAM INSTITUTION FOR SAVINGS,NASDAQ+RUSSELL2000,Financials,52.66,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,61.63,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
934,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,52.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.74,50.0,13.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
935,BTSG,BRIGHTSPRING HEALTH SERVICES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,52.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.34,49.12,12.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
936,PUBM,PUBMATIC INC CLASS A,NASDAQ+RUSSELL2000,Communication,52.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.98,48.65,12.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
937,IVT,INVENTRUST PROPERTIES CORP,RUSSELL2000,Real Estate,52.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.6,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
938,JBTM,JBT MAREL CORP,RUSSELL2000,Industrials,52.63,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.6,48.37,12.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
939,BFST,BUSINESS FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,52.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.46,47.14,10.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
940,CIVB,CIVISTA BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,52.56,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,65.06,47.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
941,BHRB,BURKE HERBERT FINANCIAL SERVICES C,NASDAQ+RUSSELL2000,Financials,52.53,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,64.96,47.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
