early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
87,BXC,BLUELINX HOLDINGS INC,RUSSELL2000,Industrials,67.7,82.0,early_transition,61.8,bullish_above_signal_proxy,68.22,47.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
88,SFIX,STITCH FIX INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,67.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.05,49.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,RBB,RBB BANCORP,NASDAQ+RUSSELL2000,Financials,67.54,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.11,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,SRBK,SR BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.51,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.28,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
91,DAVE,DAVE INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Financials,67.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.55,49.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,AMLX,AMYLYX PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,67.36,82.0,early_transition,49.8,bullish_below_zero_proxy,75.84,50.42,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
93,HY,HYSTER YALE INC CLASS A,RUSSELL2000,Industrials,67.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.23,49.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,OM,OUTSET MEDICAL INC,NASDAQ+RUSSELL2000,Health Care,67.28,75.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.41,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
95,ALG,ALAMO GROUP INC,RUSSELL2000,Industrials,67.27,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.65,46.18,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
96,CURV,TORRID HOLDINGS INC,RUSSELL2000,Consumer Discretionary,67.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.94,49.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,67.22,75.0,confirmed_bullish_trend,26.35,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
98,FCBC,FIRST COMMUNITY BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,67.21,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.37,45.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
99,MNKD,MANNKIND CORP,NASDAQ+RUSSELL2000,Health Care,67.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.1,50.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,TPC,TUTOR PERINI CORP,RUSSELL2000,Industrials,67.09,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,58.07,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
101,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.99,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,57.31,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
102,AEHR,AEHR TEST SYSTEMS,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,66.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.04,49.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,HBT,HBT FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,66.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.62,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,SKYW,SKYWEST INC,NASDAQ+RUSSELL2000,Industrials,66.73,82.0,early_transition,61.8,bullish_above_signal_proxy,65.27,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,VERA,VERA THERAPEUTICS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,66.68,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,56.38,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
106,HDSN,HUDSON TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,66.64,85.0,early_transition,49.8,bullish_below_zero_proxy,71.38,48.53,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
107,SB,SAFE BULKERS INC,RUSSELL2000,Industrials,66.63,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.71,45.79,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
108,FNWD,FINWARD BANCORP,NASDAQ+RUSSELL2000,Financials,66.61,85.0,early_transition,61.8,bullish_above_signal_proxy,62.19,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,AEBI,AEBI SCHMIDT HOLDING AG,NASDAQ+RUSSELL2000,Industrials,66.6,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,49.77,44.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
110,TDOC,TELADOC HEALTH INC,RUSSELL2000,Health Care,66.59,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.73,49.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,JBI,JANUS INTERNATIONAL GROUP INC,RUSSELL2000,Industrials,66.55,85.0,early_transition,63.15,bullish_above_signal_proxy,60.99,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,GEF,GREIF INC CLASS A,RUSSELL2000,Materials,66.54,82.0,early_transition,61.8,bullish_above_signal_proxy,64.72,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,RCMT,RCM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,66.5,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,80.03,50.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
114,ATEC,ALPHATEC HOLDNGS INC,NASDAQ+RUSSELL2000,Health Care,66.46,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.73,46.4,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
115,PLTK,PLAYTIKA HOLDING CORP,NASDAQ+RUSSELL2000,Communication,66.44,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.14,45.68,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
116,SKY,CHAMPION HOMES INC,RUSSELL2000,Consumer Discretionary,66.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.34,48.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,FCFS,FIRSTCASH HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,66.36,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.8,44.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
118,MITK,MITEK SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,66.36,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.49,48.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,SPXC,SPX TECHNOLOGIES INC,RUSSELL2000,Industrials,66.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.21,48.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,SBFG,SB FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,66.34,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.45,48.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,XPEL,XPEL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,66.34,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.74,44.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
122,BWFG,BANKWELL FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,66.28,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.25,48.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,DCO,DUCOMMUN INC,RUSSELL2000,Industrials,66.27,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.25,48.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,EP,EMPIRE PETROLEUM CORP,RUSSELL2000,Energy,66.21,82.0,early_transition,61.8,bullish_above_signal_proxy,63.7,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,JOE,ST JOE,RUSSELL2000,Real Estate,66.21,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,56.42,45.53,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
126,ARL,AMERICAN REALTY INVESTORS INC,RUSSELL2000,Real Estate,66.19,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.11,50.07,3.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
127,BWB,BRIDGEWATER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,66.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.63,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,MYGN,MYRIAD GENETICS INC,NASDAQ+RUSSELL2000,Health Care,66.14,82.0,early_transition,61.8,bullish_above_signal_proxy,63.04,47.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,SIG,SIGNET JEWELERS LTD,RUSSELL2000,Consumer Discretionary,66.11,82.0,early_transition,61.8,bullish_above_signal_proxy,63.41,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,BLBD,BLUE BIRD CORP,NASDAQ+RUSSELL2000,Industrials,66.1,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,68.71,47.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,66.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.28,48.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,PBFS,PIONEER BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.29,48.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,TCI,TRANSCONTINENTAL REALTY INVESTORS,RUSSELL2000,Real Estate,66.02,82.0,early_transition,61.8,bullish_above_signal_proxy,63.12,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,SPHR,SPHERE ENTERTAINMENT CLASS A,RUSSELL2000,Communication,66.01,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.18,48.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,APPS,DIGITAL TURBINE INC,NASDAQ+RUSSELL2000,Information Technology,65.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
136,VSH,VISHAY INTERTECHNOLOGY INC,RUSSELL2000,Information Technology,65.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
137,EML,EASTERN,NASDAQ+RUSSELL2000,Industrials,65.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.99,48.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,MCRI,MONARCH CASINO AND RESORT INC,NASDAQ+RUSSELL2000,Consumer Discretionary,65.93,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.21,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,CVCO,CAVCO INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,65.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.78,48.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,KOP,KOPPERS HOLDINGS INC,RUSSELL2000,Materials,65.78,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,67.73,47.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,JILL,J JILL INC,RUSSELL2000,Consumer Discretionary,65.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.4,48.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,GPGI,GPGI INC CLASS A,RUSSELL2000,Information Technology,65.74,82.0,early_transition,49.8,bullish_below_zero_proxy,71.38,48.53,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
143,DAKT,DAKTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,65.71,85.0,early_transition,61.8,bullish_above_signal_proxy,59.46,46.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,LIF,LIFE360 INC,NASDAQ+RUSSELL2000,Information Technology,65.7,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,67.49,47.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
145,DXPE,DXP ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,65.66,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,67.37,47.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
