early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
847,SAFT,SAFETY INSURANCE GROUP INC,NASDAQ+RUSSELL2000,Financials,48.66,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.26,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
848,SKT,TANGER INC,RUSSELL2000,Real Estate,48.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.51,43.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
849,PBFS,PIONEER BANCORP INC,NASDAQ+RUSSELL2000,Financials,48.6,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.3,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
850,VSXY,VICTORIA S SECRET,RUSSELL2000,Consumer Discretionary,48.6,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.31,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
851,ASH,ASHLAND INC,RUSSELL2000,Materials,48.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.28,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
852,MFIN,MEDALLION FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,48.54,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.14,43.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
853,FCBC,FIRST COMMUNITY BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,48.52,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.08,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
854,YOU,CLEAR SECURE INC CLASS A,RUSSELL2000,Information Technology,48.52,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.83,44.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
855,DEI,DOUGLAS EMMETT REIT INC,RUSSELL2000,Real Estate,48.48,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.94,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
856,EFC,ELLINGTON FINANCIAL INC,RUSSELL2000,Financials,48.44,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.83,43.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
857,LODE,COMSTOCK INC,RUSSELL2000,Energy,48.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.8,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
858,EBMT,EAGLE BANCORP MONTANA INC,NASDAQ+RUSSELL2000,Financials,48.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.62,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
859,FMNB,FARMERS NATIONAL BANC CORP,NASDAQ+RUSSELL2000,Financials,48.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.61,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
860,TRST,TRUSTCO BANK CORP,NASDAQ+RUSSELL2000,Financials,48.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.62,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
861,KRG,KITE REALTY GROUP TRUST REIT,RUSSELL2000,Real Estate,48.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.63,43.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
862,RMR,RMR GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,48.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.57,43.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
863,GLUE,MONTE ROSA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,48.35,35.0,mixed_sideways,25.0,bearish_proxy,79.73,51.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
864,SRBK,SR BANCORP INC,NASDAQ+RUSSELL2000,Financials,48.34,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.52,43.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
865,TRNO,TERRENO REALTY REIT CORP,RUSSELL2000,Real Estate,48.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.27,45.7,12.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
866,VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,NASDAQ+RUSSELL2000,Financials,48.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.65,45.98,12.65,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
867,SCSC,SCANSOURCE INC,NASDAQ+RUSSELL2000,Information Technology,48.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.01,45.85,12.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
868,PK,PARK HOTELS RESORTS INC,RUSSELL2000,Real Estate,48.27,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.3,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
869,AKTS,AKTIS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,48.23,35.0,mixed_sideways,25.0,bearish_proxy,79.38,51.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
870,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,NASDAQ+RUSSELL2000,Real Estate,48.15,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.95,43.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
871,ALH,ALLIANCE LAUNDRY HOLDINGS INC,RUSSELL2000,Industrials,48.13,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.87,43.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
872,DXPE,DXP ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,48.09,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.77,43.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
873,AKR,ACADIA REALTY TRUST REIT,RUSSELL2000,Real Estate,48.09,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,43.95,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
874,IDYA,IDEAYA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,48.04,35.0,mixed_sideways,25.0,bearish_proxy,78.8,51.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
875,NRIX,NURIX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,48.04,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,82.57,51.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
876,SLAB,SILICON LABORATORIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,48.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.5,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
877,ETD,ETHAN ALLEN INTERIORS INC,RUSSELL2000,Consumer Discretionary,47.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.47,43.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
878,COSO,COASTALSOUTH BANCSHARES INC,RUSSELL2000,Financials,47.98,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.43,43.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
879,ACH,ACCENDRA HEALTH INC,RUSSELL2000,Health Care,47.95,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.89,44.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
880,MAC,MACERICH REIT,RUSSELL2000,Real Estate,47.95,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.36,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
881,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,47.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.79,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
882,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,47.77,35.0,mixed_sideways,25.0,bearish_proxy,77.99,50.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
883,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,47.76,35.0,mixed_sideways,25.0,bearish_proxy,78.4,49.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
884,SLDB,SOLID BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,47.72,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,81.62,51.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
885,ADV,ADVANTAGE SOLUTIONS INC CLASS A,NASDAQ+RUSSELL2000,Communication,47.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.51,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
886,MNSB,MAINSTREET BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,47.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.52,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
887,RXO,RXO INC,RUSSELL2000,Industrials,47.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.51,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
888,MEC,MAYVILLE ENGINEERING COMPANY INC,RUSSELL2000,Industrials,47.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.43,43.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
889,CNXN,PC CONNECTION INC,NASDAQ+RUSSELL2000,Information Technology,47.57,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.11,46.07,13.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
890,MGTX,MEIRAGTX HOLDINGS PLC,NASDAQ+RUSSELL2000,Health Care,47.41,35.0,mixed_sideways,25.0,bearish_proxy,76.89,50.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
891,GIII,G III APPAREL GROUP LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,47.39,72.0,confirmed_bullish_trend,25.0,bearish_proxy,43.66,42.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
892,FG,F&G ANNUITIES AND LIFE INC,RUSSELL2000,Financials,47.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,54.23,45.1,12.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
893,ABM,ABM INDUSTRIES INC,RUSSELL2000,Industrials,47.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,43.3,42.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
894,MTUS,METALLUS INC,RUSSELL2000,Materials,47.27,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,41.45,42.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
895,LAUR,LAUREATE EDUCATION INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,54.61,45.17,12.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
896,NATL,NCR ATLEOS CORP,RUSSELL2000,Financials,47.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,49.53,44.16,10.75,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
897,BFLY,BUTTERFLY NETWORK INC CLASS A,RUSSELL2000,Health Care,47.19,35.0,mixed_sideways,25.0,bearish_proxy,76.23,50.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
898,MGNI,MAGNITE INC,NASDAQ+RUSSELL2000,Communication,47.11,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,79.75,50.2,10.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
899,FDMT,4D MOLECULAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,47.1,35.0,mixed_sideways,25.0,bearish_proxy,75.94,50.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
900,AGL,AGILON HEALTH,RUSSELL2000,Health Care,47.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,42.32,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
901,UE,URBAN EDGE PROPERTIES,RUSSELL2000,Real Estate,47.08,72.0,confirmed_bullish_trend,25.0,bearish_proxy,42.71,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
902,PRDO,PERDOCEO EDUCATION CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,46.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,53.11,44.87,12.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
903,GBFH,GBANK FINL HLDGS INC,NASDAQ+RUSSELL2000,Financials,46.79,72.0,confirmed_bullish_trend,25.0,bearish_proxy,41.81,42.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
904,RLAY,RELAY THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,46.76,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,78.7,50.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
905,RYTM,RHYTHM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,46.75,35.0,mixed_sideways,25.0,bearish_proxy,74.88,50.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
906,TRVI,TREVI THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.73,35.0,mixed_sideways,25.0,bearish_proxy,74.81,50.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
907,NEO,NEOGENOMICS INC,NASDAQ+RUSSELL2000,Health Care,46.68,35.0,mixed_sideways,25.0,bearish_proxy,74.67,50.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
908,DSGN,DESIGN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.67,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,78.45,50.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
909,RYZ,RYERSON HOLDING CORP,RUSSELL2000,Materials,46.56,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,39.33,42.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
910,ENVA,ENOVA INTERNATIONAL INC,RUSSELL2000,Financials,46.45,72.0,confirmed_bullish_trend,22.75,bearish_proxy,77.34,49.72,11.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
911,FWDI,FORWARD INDUSTRIES INC,NASDAQ+RUSSELL2000,Information Technology,46.38,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,38.78,42.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
912,SEZL,SEZZLE INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,46.37,35.0,mixed_sideways,25.0,bearish_proxy,74.19,49.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
913,MRTN,MARTEN TRANSPORT LTD,NASDAQ+RUSSELL2000,Industrials,46.35,72.0,confirmed_bullish_trend,25.0,bearish_proxy,40.48,42.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
914,AMBQ,AMBIQ MICRO INC,RUSSELL2000,Information Technology,46.25,72.0,confirmed_bullish_trend,25.0,bearish_proxy,40.2,42.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
915,RCUS,ARCUS BIOSCIENCES INC,RUSSELL2000,Health Care,46.21,35.0,mixed_sideways,25.0,bearish_proxy,73.25,49.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
916,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,RUSSELL2000,Industrials,46.2,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,38.23,41.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
917,LFST,LIFESTANCE HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,46.07,72.0,confirmed_bullish_trend,22.75,bearish_proxy,76.14,50.48,11.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
918,ARKO,ARKO,NASDAQ+RUSSELL2000,Consumer Discretionary,46.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,39.43,42.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
919,MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,45.86,72.0,confirmed_bullish_trend,22.75,bearish_proxy,76.23,50.5,11.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
920,CURV,TORRID HOLDINGS INC,RUSSELL2000,Consumer Discretionary,45.8,72.0,confirmed_bullish_trend,25.0,bearish_proxy,38.84,42.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
921,LGND,LIGAND PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.74,35.0,mixed_sideways,25.0,bearish_proxy,71.84,49.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
922,GENI,GENIUS SPORTS LTD,RUSSELL2000,Consumer Discretionary,45.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,38.54,41.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
923,APGE,APOGEE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.57,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,55.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 5.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
924,IMKTA,INGLES MARKETS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,45.55,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,43.38,43.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
925,SXC,SUNCOKE ENERGY INC,RUSSELL2000,Materials,45.52,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,36.17,41.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
926,HTLD,HEARTLAND EXPRESS INC,NASDAQ+RUSSELL2000,Industrials,45.49,72.0,confirmed_bullish_trend,25.0,bearish_proxy,37.88,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
927,VCYT,VERACYTE INC,NASDAQ+RUSSELL2000,Health Care,45.48,35.0,mixed_sideways,25.0,bearish_proxy,71.04,49.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
928,PTGX,PROTAGONIST THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.46,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,74.76,50.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
929,AMBA,AMBARELLA INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,45.32,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,43.14,42.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
930,KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,NASDAQ+RUSSELL2000,Health Care,44.95,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,73.22,49.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
931,RZLT,REZOLUTE INC,NASDAQ+RUSSELL2000,Health Care,44.92,35.0,mixed_sideways,25.0,bearish_proxy,69.36,49.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
932,SBET,SHARPLINK INC,NASDAQ+RUSSELL2000,Consumer Discretionary,44.83,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.74,44.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
933,ENTA,ENANTA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,44.8,35.0,mixed_sideways,25.0,bearish_proxy,68.99,49.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
